username,full_text,Label,cleaned_text,casefolding_text,norm_text,token_text,swremove_text,stem_text,Sentimen,mention,hashtag
adi_sutoyo20,underdog menang di PON 2024 jadi bukti jangan suka meremehkan lawan,1,underdog menang di PON jadi bukti jangan suka meremehkan lawan,underdog menang di pon jadi bukti jangan suka meremehkan lawan,underdog menang di pon jadi bukti jangan suka meremehkan lawan,"['underdog', 'menang', 'di', 'pon', 'jadi', 'bukti', 'jangan', 'suka', 'meremehkan', 'lawan']","['underdog', 'menang', 'pon', 'jadi', 'bukti', 'jangan', 'suka', 'meremehkan', 'lawan']",underdog menang pon jadi bukti jangan suka remeh lawan,Positif,[],[]
dicky_rifaldii,Venue PON 2024 dah perfect sedia untuk aksi hebat para atlet #PONKita2024,1,Venue PON dah perfect sedia untuk aksi hebat para atlet,venue pon dah perfect sedia untuk aksi hebat para atlet,venue pon sudah perfect sedia untuk aksi hebat para atlet,"['venue', 'pon', 'sudah', 'perfect', 'sedia', 'untuk', 'aksi', 'hebat', 'para', 'atlet']","['venue', 'pon', 'perfect', 'sedia', 'aksi', 'hebat', 'atlet']",venue pon perfect sedia aksi hebat atlet,Positif,[],['#PONKita2024']
dini_wulan2001,pemain muda membuka peluang medali bagi Aceh di PON 2024 setelah kemenangan dramatis melawan juara bertahan #PONKita2024,1,pemain muda membuka peluang medali bagi Aceh di PON setelah kemenangan dramatis melawan juara bertahan,pemain muda membuka peluang medali bagi aceh di pon setelah kemenangan dramatis melawan juara bertahan,pemain muda membuka peluang medali bagi aceh di pon setelah kemenangan dramatis melawan juara bertahan,"['pemain', 'muda', 'membuka', 'peluang', 'medali', 'bagi', 'aceh', 'di', 'pon', 'setelah', 'kemenangan', 'dramatis', 'melawan', 'juara', 'bertahan']","['pemain', 'muda', 'membuka', 'peluang', 'medali', 'aceh', 'pon', 'kemenangan', 'dramatis', 'melawan', 'juara', 'bertahan']",main muda buka peluang medali aceh pon menang dramatis lawan juara tahan,Positif,[],['#PONKita2024']
bela_astu45,Di venue PON 2024 setiap pertandingan terasa lebih istimewa dengan latar belakang yang #PONKita2024,1,Di venue PON setiap pertandingan terasa lebih istimewa dengan latar belakang yang,di venue pon setiap pertandingan terasa lebih istimewa dengan latar belakang yang,di venue pon setiap pertandingan terasa lebih istimewa dengan latar belakang yang,"['di', 'venue', 'pon', 'setiap', 'pertandingan', 'terasa', 'lebih', 'istimewa', 'dengan', 'latar', 'belakang', 'yang']","['venue', 'pon', 'pertandingan', 'terasa', 'lebih', 'istimewa', 'latar', 'belakang']",venue pon tanding asa lebih istimewa latar belakang,Positif,[],['#PONKita2024']
yudi_saput20,atlet lari terus melaju kenceng di PON 2024 nggak ada yang bisa stop! #PONKita2024,0,atlet lari terus melaju kenceng di PON nggak ada yang bisa stop,atlet lari terus melaju kenceng di pon nggak ada yang bisa stop,atlet lari terus melaju kenceng di pon tidak ada yang bisa stop,"['atlet', 'lari', 'terus', 'melaju', 'kenceng', 'di', 'pon', 'tidak', 'ada', 'yang', 'bisa', 'stop']","['atlet', 'lari', 'terus', 'melaju', 'kenceng', 'pon', 'ada', 'bisa', 'stop']",atlet lari terus laju kenceng pon ada bisa stop,Netral,[],['#PONKita2024']
nabila_halimah4,PON 2024 adalah awal lahirnya bintang-bintang olahraga Indonesia! #PONKita2024,1,PON adalah awal lahirnya bintang bintang olahraga Indonesia,pon adalah awal lahirnya bintang bintang olahraga indonesia,pon adalah awal lahirnya bintang bintang olahraga indonesia,"['pon', 'adalah', 'awal', 'lahirnya', 'bintang', 'bintang', 'olahraga', 'indonesia']","['pon', 'awal', 'lahirnya', 'bintang', 'bintang', 'olahraga', 'indonesia']",pon awal lahir bintang bintang olahraga indonesia,Positif,[],['#PONKita2024']
afana_galul,Dari awal hingga akhir PON 2024 menyuguhkan persaingan yang tak pernah kendor! #PONKita2024,1,Dari awal hingga akhir PON menyuguhkan persaingan yang tak pernah kendor,dari awal hingga akhir pon menyuguhkan persaingan yang tak pernah kendor,dari awal hingga akhir pon menyuguhkan persaingan yang tak pernah kendor,"['dari', 'awal', 'hingga', 'akhir', 'pon', 'menyuguhkan', 'persaingan', 'yang', 'tak', 'pernah', 'kendor']","['awal', 'hingga', 'akhir', 'pon', 'menyuguhkan', 'persaingan', 'tak', 'pernah', 'kendor']",awal hingga akhir pon suguh saing tak pernah kendor,Positif,[],['#PONKita2024']
yuga_afdillah,@WellsWg6 Venue PON 2024 udah dipastikan siap tinggal nunggu pertandingan keren! #PONKita2024,1,Venue PON udah dipastikan siap tinggal nunggu pertandingan keren,venue pon udah dipastikan siap tinggal nunggu pertandingan keren,venue pon sudah dipastikan siap tinggal nunggu pertandingan keren,"['venue', 'pon', 'sudah', 'dipastikan', 'siap', 'tinggal', 'nunggu', 'pertandingan', 'keren']","['venue', 'pon', 'dipastikan', 'siap', 'tinggal', 'nunggu', 'pertandingan', 'keren']",venue pon pasti siap tinggal nunggu tanding keren,Positif,['@WellsWg6'],['#PONKita2024']
bintang_setwan,Menpora yakin PON 2024 bakal sukses besar dengan venue yang dah perfect #PONKita2024,1,Menpora yakin PON bakal sukses besar dengan venue yang dah perfect,menpora yakin pon bakal sukses besar dengan venue yang dah perfect,menpora yakin pon bakal sukses besar dengan venue yang sudah perfect,"['menpora', 'yakin', 'pon', 'bakal', 'sukses', 'besar', 'dengan', 'venue', 'yang', 'sudah', 'perfect']","['menpora', 'yakin', 'pon', 'bakal', 'sukses', 'besar', 'venue', 'sudah', 'perfect']",menpora yakin pon bakal sukses besar venue sudah perfect,Positif,[],['#PONKita2024']
nayira_azifra6,Menpora puas lihat venue PON 2024 acara ini bakal sukses besar! #PONKita2024,1,Menpora puas lihat venue PON acara ini bakal sukses besar,menpora puas lihat venue pon acara ini bakal sukses besar,menpora puas lihat venue pon acara ini bakal sukses besar,"['menpora', 'puas', 'lihat', 'venue', 'pon', 'acara', 'ini', 'bakal', 'sukses', 'besar']","['menpora', 'puas', 'lihat', 'venue', 'pon', 'acara', 'bakal', 'sukses', 'besar']",menpora puas lihat venue pon acara bakal sukses besar,Positif,[],['#PONKita2024']
liana_sari455,Hasil Final Voli Putra PON 2024: Farhan Halim Bawa Jabar Raih Emas usai Bantai Jateng,1,Hasil Final Voli Putra PON Farhan Halim Bawa Jabar Raih Emas usai Bantai Jateng,hasil final voli putra pon farhan halim bawa jabar raih emas usai bantai jateng,hasil final voli putra pon farhan halim bawa jabar raih emas usai bantai jateng,"['hasil', 'final', 'voli', 'putra', 'pon', 'farhan', 'halim', 'bawa', 'jabar', 'raih', 'emas', 'usai', 'bantai', 'jateng']","['hasil', 'final', 'voli', 'putra', 'pon', 'farhan', 'halim', 'bawa', 'jabar', 'raih', 'emas', 'usai', 'bantai', 'jateng']",hasil final voli putra pon farhan halim bawa jabar raih emas usai bantai jateng,Positif,[],[]
larasati_linaa,Venue PON 2024 di mana setiap detailnya mencerminkan keindahan dan semangat olahraga! #PONKita2024,1,Venue PON di mana setiap detailnya mencerminkan keindahan dan semangat olahraga,venue pon di mana setiap detailnya mencerminkan keindahan dan semangat olahraga,venue pon di mana setiap detailnya mencerminkan keindahan dan semangat olahraga,"['venue', 'pon', 'di', 'mana', 'setiap', 'detailnya', 'mencerminkan', 'keindahan', 'dan', 'semangat', 'olahraga']","['venue', 'pon', 'mana', 'detailnya', 'mencerminkan', 'keindahan', 'semangat', 'olahraga']",venue pon mana detail cermin indah semangat olahraga,Positif,[],['#PONKita2024']
sanjaya_kris76,Semoga jalal udin setelah ini bisa menjadi tulang punggung INDONESIA di kancah catur internasional #PONKita2024,1,Semoga jalal udin setelah ini bisa menjadi tulang punggung INDONESIA di kancah catur internasional,semoga jalal udin setelah ini bisa menjadi tulang punggung indonesia di kancah catur internasional,semoga jalal udin setelah ini bisa menjadi tulang punggung indonesia di kancah catur internasional,"['semoga', 'jalal', 'udin', 'setelah', 'ini', 'bisa', 'menjadi', 'tulang', 'punggung', 'indonesia', 'di', 'kancah', 'catur', 'internasional']","['semoga', 'jalal', 'udin', 'ini', 'menjadi', 'tulang', 'punggung', 'indonesia', 'kancah', 'catur', 'internasional']",moga jalal udin ini jadi tulang punggung indonesia kancah catur internasional,Positif,[],['#PONKita2024']
eka_muslimin84,Semoga penutupan PON 2024 berakhir dengan lancar dan meninggalkan kesan positif! #PONKita2024,1,Semoga penutupan PON berakhir dengan lancar dan meninggalkan kesan positif,semoga penutupan pon berakhir dengan lancar dan meninggalkan kesan positif,semoga penutupan pon berakhir dengan lancar dan meninggalkan kesan positif,"['semoga', 'penutupan', 'pon', 'berakhir', 'dengan', 'lancar', 'dan', 'meninggalkan', 'kesan', 'positif']","['semoga', 'penutupan', 'pon', 'berakhir', 'lancar', 'meninggalkan', 'kesan', 'positif']",moga tutup pon akhir lancar tinggal kesan positif,Positif,[],['#PONKita2024']
ckrbrwa_saptono,Perbaikan venue untuk PON 2024 berjaya semua orang tak sabar nak tengok! #PONKita2024,1,Perbaikan venue untuk PON berjaya semua orang tak sabar nak tengok,perbaikan venue untuk pon berjaya semua orang tak sabar nak tengok,perbaikan venue untuk pon berjaya semua orang tak sabar nak tengok,"['perbaikan', 'venue', 'untuk', 'pon', 'berjaya', 'semua', 'orang', 'tak', 'sabar', 'nak', 'tengok']","['perbaikan', 'venue', 'pon', 'berjaya', 'semua', 'orang', 'tak', 'sabar', 'nak', 'tengok']",baik venue pon jaya semua orang tak sabar nak tengok,Positif,[],['#PONKita2024']
cahyo_hidayat24,PON 2024 bukan hanya soal medali tapi juga sportivitas di setiap langkah! #PONKita2024,1,PON bukan hanya soal medali tapi juga sportivitas di setiap langkah,pon bukan hanya soal medali tapi juga sportivitas di setiap langkah,pon bukan hanya soal medali tapi juga sportivitas di setiap langkah,"['pon', 'bukan', 'hanya', 'soal', 'medali', 'tapi', 'juga', 'sportivitas', 'di', 'setiap', 'langkah']","['pon', 'bukan', 'soal', 'medali', 'juga', 'sportivitas', 'setiap', 'langkah']",pon bukan soal medali juga sportivitas tiap langkah,Positif,[],['#PONKita2024']
ridho_abdu33,PON 2024 menjadi ajang yang sangat penting bagi salah satu pemain aceh untuk memperlihatkan bakat dan dedikasinya di dunia catur #PONKita2024,1,PON menjadi ajang yang sangat penting bagi salah satu pemain aceh untuk memperlihatkan bakat dan dedikasinya di dunia catur,pon menjadi ajang yang sangat penting bagi salah satu pemain aceh untuk memperlihatkan bakat dan dedikasinya di dunia catur,pon menjadi ajang yang sangat penting bagi salah satu pemain aceh untuk memperlihatkan bakat dan dedikasinya di dunia catur,"['pon', 'menjadi', 'ajang', 'yang', 'sangat', 'penting', 'bagi', 'salah', 'satu', 'pemain', 'aceh', 'untuk', 'memperlihatkan', 'bakat', 'dan', 'dedikasinya', 'di', 'dunia', 'catur']","['pon', 'menjadi', 'ajang', 'sangat', 'penting', 'salah', 'satu', 'pemain', 'aceh', 'memperlihatkan', 'bakat', 'dedikasinya', 'dunia', 'catur']",pon jadi ajang sangat penting salah satu main aceh lihat bakat dedikasi dunia catur,Positif,[],['#PONKita2024']
Mada_Vior68,Menpora seneng ndelok venue PON 2024 wis rampung tinggal nunggu aksine para atlet! #PONKita2024,1,Menpora seneng ndelok venue PON wis rampung tinggal nunggu aksine para atlet,menpora seneng ndelok venue pon wis rampung tinggal nunggu aksine para atlet,menpora seneng ndelok venue pon wis rampung tinggal nunggu aksine para atlet,"['menpora', 'seneng', 'ndelok', 'venue', 'pon', 'wis', 'rampung', 'tinggal', 'nunggu', 'aksine', 'para', 'atlet']","['menpora', 'seneng', 'ndelok', 'venue', 'pon', 'wis', 'rampung', 'tinggal', 'nunggu', 'aksine', 'atlet']",menpora neng ndelok venue pon wis rampung tinggal nunggu aksine atlet,Positif,[],['#PONKita2024']
ommar_alfalah92,Sportivitas mencerminkan jiwa pemenang sejati di PON 2024! #PONKita2024,1,Sportivitas mencerminkan jiwa pemenang sejati di PON,sportivitas mencerminkan jiwa pemenang sejati di pon,sportivitas mencerminkan jiwa pemenang sejati di pon,"['sportivitas', 'mencerminkan', 'jiwa', 'pemenang', 'sejati', 'di', 'pon']","['sportivitas', 'mencerminkan', 'jiwa', 'pemenang', 'sejati', 'pon']",sportivitas cermin jiwa menang sejati pon,Positif,[],['#PONKita2024']
aldi_irham99,Menpora Dito optimistis PON 2024 lahirkan pebulu tangkis potensial https://t.co/Nbktm81ydp,1,Menpora Dito optimistis PON lahirkan pebulu tangkis potensial,menpora dito optimistis pon lahirkan pebulu tangkis potensial,menpora dito optimistis pon lahirkan pebulu tangkis potensial,"['menpora', 'dito', 'optimistis', 'pon', 'lahirkan', 'pebulu', 'tangkis', 'potensial']","['menpora', 'dito', 'optimistis', 'pon', 'lahirkan', 'pebulu', 'tangkis', 'potensial']",menpora dito optimistis pon lahir bulu tangkis potensial,Positif,[],[]
panca_mansur4,Venue PON 2024 udah on track siap jadi t,0,Venue PON udah on track siap jadi t,venue pon udah on track siap jadi t,venue pon sudah on track siap jadi t,"['venue', 'pon', 'sudah', 'on', 'track', 'siap', 'jadi', 't']","['venue', 'pon', 'on', 'track', 'siap', 'jadi', 't']",venue pon on track siap jadi,Netral,[],[]
raniela_demima,PON 2024 jadi tempat anakk muda buktikan dia tak kalah dengan pencatur senior! #PONKita2024,1,PON jadi tempat anakk muda buktikan dia tak kalah dengan pencatur senior,pon jadi tempat anakk muda buktikan dia tak kalah dengan pencatur senior,pon jadi tempat anakk muda buktikan dia tak kalah dengan pencatur senior,"['pon', 'jadi', 'tempat', 'anakk', 'muda', 'buktikan', 'dia', 'tak', 'kalah', 'dengan', 'pencatur', 'senior']","['pon', 'jadi', 'tempat', 'anakk', 'muda', 'buktikan', 'tak', 'kalah', 'pencatur', 'senior']",pon jadi tempat anakk muda bukti tak kalah catur senior,Positif,[],['#PONKita2024']
fitrawati_syah,Dukungan dari seluruh penjuru negeri menjadikan PON 2024 acara yang tak terlupakan! #PONKita2024,1,Dukungan dari seluruh penjuru negeri menjadikan PON acara yang tak terlupakan,dukungan dari seluruh penjuru negeri menjadikan pon acara yang tak terlupakan,dukungan dari seluruh penjuru negeri menjadikan pon acara yang tak terlupakan,"['dukungan', 'dari', 'seluruh', 'penjuru', 'negeri', 'menjadikan', 'pon', 'acara', 'yang', 'tak', 'terlupakan']","['dukungan', 'seluruh', 'penjuru', 'negeri', 'menjadikan', 'pon', 'acara', 'tak', 'terlupakan']",dukung seluruh penjuru negeri jadi pon acara tak lupa,Positif,[],['#PONKita2024']
kinana_jwryh,Dari PON 2024 kita bangga dengan lahirnya atlet unggulan Indonesia! #PONKita2024,1,Dari PON kita bangga dengan lahirnya atlet unggulan Indonesia,dari pon kita bangga dengan lahirnya atlet unggulan indonesia,dari pon kita bangga dengan lahirnya atlet unggulan indonesia,"['dari', 'pon', 'kita', 'bangga', 'dengan', 'lahirnya', 'atlet', 'unggulan', 'indonesia']","['pon', 'bangga', 'lahirnya', 'atlet', 'unggulan', 'indonesia']",pon bangga lahir atlet unggul indonesia,Positif,[],['#PONKita2024']
ansell_caesar,Kesiapan venue PON 2024 memastikan atlet dapat fokus pada prestasi terbaik mereka #PONKita2024,1,Kesiapan venue PON memastikan atlet dapat fokus pada prestasi terbaik mereka,kesiapan venue pon memastikan atlet dapat fokus pada prestasi terbaik mereka,kesiapan venue pon memastikan atlet dapat fokus pada prestasi terbaik mereka,"['kesiapan', 'venue', 'pon', 'memastikan', 'atlet', 'dapat', 'fokus', 'pada', 'prestasi', 'terbaik', 'mereka']","['kesiapan', 'venue', 'pon', 'memastikan', 'atlet', 'fokus', 'prestasi', 'terbaik']",kesiap venue pon pasti atlet fokus prestasi baik,Positif,[],['#PONKita2024']
niranda_ginevra,Tak ada yang lebih seru dari PON 2024 pertandingan penuh dengan semangat! #PONKita2024,1,Tak ada yang lebih seru dari PON pertandingan penuh dengan semangat,tak ada yang lebih seru dari pon pertandingan penuh dengan semangat,tak ada yang lebih seru dari pon pertandingan penuh dengan semangat,"['tak', 'ada', 'yang', 'lebih', 'seru', 'dari', 'pon', 'pertandingan', 'penuh', 'dengan', 'semangat']","['tak', 'yang', 'lebih', 'seru', 'pon', 'pertandingan', 'penuh', 'semangat']",tak yang lebih seru pon tanding penuh semangat,Positif,[],['#PONKita2024']
AzkaAksara,Venue PON 2024 pemandangan yang luar biasa dan suasana yang memotivasi setiap atlet! #PONKita2024,1,Venue PON pemandangan yang luar biasa dan suasana yang memotivasi setiap atlet,venue pon pemandangan yang luar biasa dan suasana yang memotivasi setiap atlet,venue pon pemandangan yang luar biasa dan suasana yang memotivasi setiap atlet,"['venue', 'pon', 'pemandangan', 'yang', 'luar', 'biasa', 'dan', 'suasana', 'yang', 'memotivasi', 'setiap', 'atlet']","['venue', 'pon', 'pemandangan', 'luar', 'biasa', 'suasana', 'memotivasi', 'atlet']",venue pon pandang luar biasa suasana motivasi atlet,Positif,[],['#PONKita2024']
raihan_setyo99,Venue PON 2024 yang sudah pulih siap memberikan pengalaman bertanding terbaik bagi para atlet #PONKita2024,1,Venue PON yang sudah pulih siap memberikan pengalaman bertanding terbaik bagi para atlet,venue pon yang sudah pulih siap memberikan pengalaman bertanding terbaik bagi para atlet,venue pon yang sudah pulih siap memberikan pengalaman bertanding terbaik bagi para atlet,"['venue', 'pon', 'yang', 'sudah', 'pulih', 'siap', 'memberikan', 'pengalaman', 'bertanding', 'terbaik', 'bagi', 'para', 'atlet']","['venue', 'pon', 'sudah', 'pulih', 'siap', 'memberikan', 'pengalaman', 'bertanding', 'terbaik', 'para', 'atlet']",venue pon sudah pulih siap beri alam tanding baik para atlet,Positif,[],['#PONKita2024']
dela_danti,Venue PON 2024 sudah rampung atlet pasti tampil habis-habisan #PONKita2024,0,Venue PON sudah rampung atlet pasti tampil habis habisan,venue pon sudah rampung atlet pasti tampil habis habisan,venue pon sudah rampung atlet pasti tampil habis habisan,"['venue', 'pon', 'sudah', 'rampung', 'atlet', 'pasti', 'tampil', 'habis', 'habisan']","['venue', 'pon', 'rampung', 'atlet', 'tampil', 'habis', 'habisan']",venue pon rampung atlet tampil habis habis,Netral,[],['#PONKita2024']
arvin_farhan,Venue PON 2024 siap dipake suasana pertandingan pasti seru banget! #PONKita2024,1,Venue PON siap dipake suasana pertandingan pasti seru banget,venue pon siap dipake suasana pertandingan pasti seru banget,venue pon siap dipake suasana pertandingan pasti seru banget,"['venue', 'pon', 'siap', 'dipake', 'suasana', 'pertandingan', 'pasti', 'seru', 'banget']","['venue', 'pon', 'siap', 'dipake', 'suasana', 'pertandingan', 'seru', 'banget']",venue pon siap dipake suasana tanding seru banget,Positif,[],['#PONKita2024']
adalia_ameysha,PON 2024 memberikan pertarungan yang sengit dan tak bisa diprediksi! #PONKita2024,1,PON memberikan pertarungan yang sengit dan tak bisa diprediksi,pon memberikan pertarungan yang sengit dan tak bisa diprediksi,pon memberikan pertarungan yang sengit dan tak bisa diprediksi,"['pon', 'memberikan', 'pertarungan', 'yang', 'sengit', 'dan', 'tak', 'bisa', 'diprediksi']","['pon', 'memberikan', 'pertarungan', 'sengit', 'tak', 'diprediksi']",pon beri tarung sengit tak prediksi,Positif,[],['#PONKita2024']
nurhani_mala7,Sportivitas lebih dari sekadar kata di PON 2024 itu adalah prinsip yang harus dipegang! #PONKita2024,1,Sportivitas lebih dari sekadar kata di PON itu adalah prinsip yang harus dipegang,sportivitas lebih dari sekadar kata di pon itu adalah prinsip yang harus dipegang,sportivitas lebih dari sekadar kata di pon itu adalah prinsip yang harus dipegang,"['sportivitas', 'lebih', 'dari', 'sekadar', 'kata', 'di', 'pon', 'itu', 'adalah', 'prinsip', 'yang', 'harus', 'dipegang']","['sportivitas', 'lebih', 'sekadar', 'kata', 'pon', 'adalah', 'prinsip', 'harus', 'dipegang']",sportivitas lebih sekadar kata pon adalah prinsip harus pegang,Positif,[],['#PONKita2024']
julian_adam9,PON 2024 cetak atlet unggulan yang siap bersaing di kancah dunia! #PONKita2024,1,PON cetak atlet unggulan yang siap bersaing di kancah dunia,pon cetak atlet unggulan yang siap bersaing di kancah dunia,pon cetak atlet unggulan yang siap bersaing di kancah dunia,"['pon', 'cetak', 'atlet', 'unggulan', 'yang', 'siap', 'bersaing', 'di', 'kancah', 'dunia']","['pon', 'cetak', 'atlet', 'unggulan', 'siap', 'bersaing', 'kancah', 'dunia']",pon cetak atlet unggul siap saing kancah dunia,Positif,[],['#PONKita2024']
